year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type,prediction
2020,960.0,4,10,100,0,41000.0,0,2,1,0,2.5,0,0,1,1434.706666666667
2020,598.0,4,3,3,1,8300.0,11,6,0,1,2.2,1,1,2,1161.9266666666665
2018,458.0,2,0,33,0,30000.0,9,2,0,0,1.4,0,0,3,722.7685714285715
2015,320.0,36,0,10,1,80000.0,4,9,0,0,1.25,0,0,4,330.06
2013,443.0,25,4,43,0,0.0,7,6,1,0,2.4,1,0,1,325.41
2016,660.0,4,5,24,0,101000.0,12,0,0,0,2.0,0,0,3,719.3233333333333
2010,460.0,7,5,24,0,0.0,4,6,0,0,2.4,0,0,3,481.88
2020,885.0,2,10,47,0,17000.0,6,2,0,0,2.0,0,0,1,1104.5493333333334
2014,373.0,2,7,9,0,8000.0,6,8,0,0,1.5,0,0,3,437.37
2013,338.0,4,5,6,0,0.0,4,3,2,0,2.0,1,1,0,430.59
2003,85.0,3,15,37,1,123456.0,6,11,0,0,1.6,1,0,3,122.92
2018,1820.0,2,6,23,0,35000.0,9,4,0,0,2.0,0,1,3,763.28
2011,275.0,27,4,14,1,0.0,6,8,0,0,1.0,0,0,4,259.26
2014,475.0,2,3,3,1,9286.0,3,3,0,1,2.2,0,1,2,764.27
2016,999.0,4,6,8,0,42000.0,6,2,0,0,2.0,0,1,3,748.3066666666667
2014,570.0,2,10,47,0,68000.0,6,2,0,0,2.0,0,3,1,1557.9733333333334
2016,1680.0,2,5,88,1,0.0,9,4,1,0,2.7,0,2,1,709.275
2009,143.0,15,15,90,0,0.0,9,6,0,0,1.6,1,0,3,211.74
2018,1430.0,2,6,38,0,20000.0,9,4,0,0,2.0,0,1,1,1014.0525
2018,1550.0,2,6,38,0,42000.0,9,2,0,0,2.0,0,3,1,2234.0940476190476
2010,368.0,2,13,86,1,100000.0,12,0,0,0,2.0,0,1,3,306.0519047619048
2008,95.0,9,15,39,0,0.0,9,6,0,0,1.5,1,0,3,167.13
2015,999.0,2,6,8,0,78000.0,6,0,0,0,2.0,0,1,3,719.935
2014,3890.0,4,18,49,1,57600.0,6,2,0,0,3.0,0,3,1,1363.67
2015,3099.0,2,14,76,1,50000.0,6,0,0,0,3.6,0,3,1,1477.75
2017,298.0,2,4,14,0,22000.0,8,6,0,0,1.25,0,0,4,399.66
2009,276.0,4,19,108,0,0.0,12,0,2,0,2.4,0,0,1,389.0686666666667
2019,399.0,2,19,69,1,40000.0,0,2,0,0,1.2,0,0,3,423.355
2003,165.0,6,5,19,0,0.0,4,11,0,0,1.3,1,0,3,122.52
2012,377.0,2,3,36,0,0.0,4,2,0,0,2.3,0,2,1,682.04
2018,5600.0,2,14,76,1,40000.0,8,0,0,0,3.0,0,3,1,5418.29
2013,1080.0,2,18,107,1,62000.0,8,4,0,0,2.0,0,3,1,777.3
2016,570.0,2,10,27,0,41000.0,8,2,0,0,2.0,0,0,3,712.995
2009,350.0,27,5,6,0,0.0,4,0,2,0,2.0,1,1,0,309.18533333333335
2002,120.0,16,3,3,0,0.0,1,3,0,1,2.5,1,2,2,187.64
2018,558.0,2,3,83,0,40000.0,4,2,0,0,1.0,0,0,1,377.97
2014,390.0,4,10,17,0,68000.0,8,2,0,0,1.6,0,0,3,542.09
2009,222.0,4,15,90,1,0.0,9,9,0,0,1.6,0,0,3,239.82
2015,5085.0,2,18,49,1,30000.0,9,4,4,0,5.0,0,3,1,3963.7747619047623
2018,3646.0,2,6,20,0,30500.0,8,0,0,0,3.0,0,1,3,3583.92
2017,559.0,14,3,3,1,50000.0,12,6,0,1,2.2,1,1,2,874.7116666666667
2018,1920.0,2,11,21,1,24000.0,9,4,0,0,2.5,0,0,3,748.0205714285714
2016,753.0,21,3,3,1,0.0,6,6,0,1,3.2,0,2,2,1462.25
2014,320.0,2,3,89,0,50000.0,0,2,0,0,1.5,0,0,4,427.06
2011,270.0,6,0,110,1,11000.0,4,2,0,0,1.4,0,0,4,427.39
2016,490.0,19,5,6,0,75000.0,10,4,2,0,2.0,1,1,0,813.1783333333333
2015,548.0,31,3,55,0,0.0,0,9,2,1,2.5,0,1,1,768.8489999999999
2014,275.0,15,0,125,0,96000.0,4,6,0,0,1.6,1,0,3,288.38
2010,1169.0,2,11,25,1,70000.0,0,0,0,0,3.5,0,3,1,836.98
2021,865.0,2,0,0,0,0.0,0,0,0,0,2.0,0,0,0,1055.56
2017,810.0,19,3,3,1,70000.0,11,2,0,1,3.2,0,2,2,2073.7275
2007,380.0,4,5,24,0,110000.0,8,0,0,0,3.5,0,0,3,574.48
2011,438.0,21,4,174,1,0.0,6,2,0,0,2.0,0,0,0,359.07
2018,499.0,2,7,9,0,42000.0,6,2,0,0,1.5,0,0,3,729.1316666666667
2017,1369.0,2,6,8,0,40000.0,6,2,0,0,2.0,0,1,3,761.7220952380953
2014,385.0,2,4,32,1,63053.0,7,9,0,0,1.4,0,0,4,380.675
2003,123.0,30,3,118,0,0.0,9,6,0,0,2.5,0,0,3,208.5
2019,2375.0,2,6,38,1,25000.0,0,9,0,0,2.0,0,3,1,2043.63
2019,318.0,11,0,10,0,50000.0,6,9,0,0,1.25,1,0,3,293.44
2009,1090.0,2,11,25,1,50000.0,9,0,0,0,3.5,0,3,1,849.3325000000001
2007,379.0,30,5,24,0,110000.0,9,0,0,0,2.4,0,0,3,358.5
2013,268.0,16,5,6,0,0.0,4,6,2,0,2.0,1,1,0,430.31
2017,388.0,13,3,83,0,60000.0,6,6,0,0,1.5,1,0,1,298.41
2021,825.0,2,0,0,0,6500.0,6,0,0,0,2.0,0,0,0,1058.43
2020,768.0,2,2,50,0,20000.0,9,2,0,0,2.0,0,1,3,861.4
2013,2530.0,2,11,101,1,50000.0,9,4,1,0,4.6,0,3,1,1179.5800000000002
2012,310.0,39,0,33,1,68000.0,9,6,0,0,1.4,0,0,3,369.14
2020,580.0,22,4,44,0,26000.0,6,6,0,0,1.6,0,0,3,847.455
2010,285.0,2,0,221,0,230000.0,6,7,10,1,3.9,1,1,5,697.28
2015,3220.0,2,11,101,1,83000.0,6,4,1,0,4.6,0,3,1,1507.07
2004,75.0,36,4,145,0,1533.0,9,6,0,0,1.6,1,0,3,125.48
2022,579.0,2,2,219,0,4888.0,0,9,0,3,0.1,0,0,0,625.436
2016,689.0,7,0,7,0,70000.0,9,6,1,0,2.4,0,0,1,944.58
2020,1050.0,2,5,5,1,6000.0,6,4,2,0,2.7,0,1,1,1212.9914999999999
2017,515.0,2,5,93,1,50000.0,6,9,0,0,1.5,0,0,4,700.12
2018,340.0,38,5,18,0,0.0,6,0,0,0,1.5,1,0,3,380.93
2013,573.0,19,5,24,0,0.0,9,0,0,0,2.0,0,0,3,542.28
2019,6950.0,2,5,113,1,10000.0,9,4,2,0,5.7,0,3,1,6560.07
2019,750.0,31,7,95,1,38000.0,0,2,0,0,1.8,0,0,0,557.685
2006,160.0,2,5,6,0,123.0,4,3,2,0,2.0,1,1,0,252.14
2002,145.0,15,19,155,0,15800.0,8,2,1,0,3.0,1,2,1,142.73
2020,919.0,0,0,0,0,12000.0,9,0,0,0,1.6,0,0,0,700.52
2019,4000.0,2,18,161,1,11000.0,9,13,0,0,2.0,0,3,1,1857.16
2020,609.0,0,4,44,0,6000.0,3,9,0,0,2.0,0,0,3,910.6583333333333
2019,765.0,15,17,159,1,50000.0,6,2,1,1,2.5,1,1,1,659.7234523809524
2016,339.0,2,0,10,1,58000.0,5,9,0,0,1.25,0,0,4,350.59
2018,3888.0,2,11,25,1,19000.0,15,4,0,0,3.5,0,3,1,2956.07
2009,220.0,4,4,81,0,200000.0,4,9,1,0,2.5,0,0,5,375.11
2015,173.0,5,4,14,0,0.0,6,6,0,0,1.25,1,0,4,212.90033333333332
2013,228.0,5,1,70,0,95.0,11,6,0,0,1.0,0,0,4,318.36
2005,60.0,14,15,51,0,0.0,6,6,0,0,0.8,1,0,4,59.74
2016,735.0,4,4,133,0,68000.0,15,0,1,0,3.3,0,0,5,1543.03
2005,570.0,4,5,113,0,0.0,4,7,2,0,4.5,1,2,1,706.64
2016,539.0,0,3,3,1,69000.0,3,1,0,1,2.2,0,1,2,886.1658333333335
2004,108.0,7,19,77,0,0.0,12,0,2,0,2.0,1,1,1,127.56666666666668
2014,615.0,12,5,24,0,120000.0,4,3,0,0,2.5,0,0,3,501.595
2016,770.0,2,3,3,1,65000.0,5,9,0,1,3.2,0,2,2,1530.75
2003,60.0,32,15,180,1,26000.0,6,11,0,0,1.5,1,0,3,91.68
2013,2389.0,2,5,113,1,80000.0,4,2,2,0,4.6,0,3,1,2294.72
2020,588.0,31,5,85,1,0.0,0,6,1,0,1.5,0,1,1,782.4275
2021,490.0,4,5,18,0,4000.0,4,0,0,0,1.5,1,0,3,498.13
2019,1002.0,4,5,5,1,27300.0,10,4,1,0,2.7,0,1,1,1195.72
2019,505.0,2,5,18,0,38000.0,3,0,0,0,1.5,0,0,3,646.3516666666666
2016,650.0,25,20,183,1,61000.0,7,2,1,1,2.5,1,1,1,518.16
2019,320.0,30,2,35,0,14000.0,6,2,0,0,1.4,0,0,4,730.5925
2018,680.0,2,3,3,1,38888.0,6,4,0,1,2.2,0,1,2,1030.2152380952382
2004,100.0,2,19,77,1,2000.0,11,7,2,0,2.0,1,1,1,130.18
2020,545.0,2,10,71,1,13000.0,0,2,0,0,1.5,0,0,3,809.0933333333335
2015,375.0,12,5,6,0,8.0,11,6,2,0,2.0,1,1,0,819.94
2009,575.0,2,5,24,1,80000.0,9,6,0,0,2.5,0,0,3,354.92
2016,315.0,13,0,10,1,0.0,6,6,0,0,1.25,1,0,3,246.26666666666668
2017,1088.0,38,7,222,1,0.0,9,6,2,0,2.4,0,0,5,776.5
2008,225.0,2,5,6,0,210000.0,11,5,2,0,2.0,1,1,0,276.92
2019,590.0,2,4,44,0,50000.0,8,6,0,0,1.6,0,0,3,792.3
2021,790.0,2,2,50,0,12000.0,9,6,0,0,2.0,0,1,3,895.9366666666666
2009,305.0,5,5,93,1,72.0,0,9,0,0,1.3,0,0,4,214.99
2020,1380.0,4,3,3,1,8000.0,9,2,0,1,2.0,0,2,2,1345.8016666666665
2018,1780.0,2,6,38,0,45000.0,8,0,0,0,2.0,0,3,1,2204.1817142857144
2018,820.0,2,3,3,1,60000.0,5,2,0,1,2.0,0,2,2,1086.4041190476191
2012,335.0,2,0,125,0,99000.0,15,2,0,0,1.6,0,0,3,502.7766666666667
2018,390.0,0,5,18,0,98765.0,12,14,0,0,1.5,1,0,3,385.13
2017,1399.0,2,6,23,0,49000.0,8,4,0,0,2.0,0,1,3,685.2766666666665
2008,235.0,43,5,18,0,0.0,4,0,0,0,1.5,1,0,3,172.1275
2020,788.0,2,3,3,1,14000.0,9,2,0,1,2.2,0,2,2,1306.3383333333334
2017,595.0,2,5,6,0,80000.0,4,6,2,0,2.0,0,1,0,823.6774999999999
2018,635.0,0,3,3,1,40000.0,8,2,0,1,2.2,0,1,2,1025.2
2021,530.0,24,5,18,0,10000.0,6,0,0,0,1.5,0,0,3,647.88
2010,228.0,2,4,14,1,104360.0,4,2,0,0,1.0,0,0,4,233.25
2018,450.0,0,5,18,0,40000.0,12,0,0,0,1.5,0,0,3,637.3416666666667
1997,102.0,6,7,31,1,0.0,9,6,0,0,2.0,1,0,3,153.46
2009,258.0,32,5,6,0,0.0,4,6,2,0,2.0,1,1,0,307.655
2021,580.0,6,12,22,1,13000.0,6,10,0,0,1.5,0,0,0,634.507
2009,1099.0,2,11,25,1,50000.0,9,0,0,0,3.5,0,0,1,630.9933333333333
2016,1299.0,2,6,38,0,74000.0,6,12,0,0,2.0,0,3,1,1774.1866666666665
2011,325.0,0,5,6,0,0.0,4,0,2,0,2.0,0,1,0,512.97
2014,475.0,2,3,3,1,80000.0,8,2,0,1,2.2,0,1,2,740.824
2003,69.0,33,19,77,0,241224.0,8,9,2,0,2.0,1,1,1,128.88
2010,2635.0,2,11,79,1,100000.0,11,4,1,0,5.7,0,3,1,2537.425
2017,555.0,19,10,17,0,0.0,8,2,0,0,1.5,0,0,3,625.52
2011,266.0,13,4,14,1,80000.0,4,2,0,0,1.0,0,0,4,266.83
2017,615.0,4,5,6,0,116000.0,2,4,2,0,2.0,0,1,0,814.85
2015,203.0,6,1,40,0,0.0,6,0,0,0,1.5,1,0,3,346.39
2021,685.0,2,0,169,0,1100.0,6,2,0,0,2.0,0,0,0,1458.12
2020,495.0,2,19,82,1,28569.0,6,2,1,0,1.5,1,0,1,481.78
2012,520.0,8,5,24,0,140000.0,9,0,0,0,2.4,0,0,3,542.02
2021,1799.0,4,6,38,0,500.0,6,2,0,0,2.0,0,1,1,1238.8786666666665
2005,150.0,15,5,18,0,0.0,6,7,0,0,1.5,1,0,3,125.19
2010,135.0,12,0,13,1,0.0,4,9,0,0,1.1,1,0,4,169.78799999999998
1998,109.0,2,5,170,0,0.0,8,3,0,0,1.6,1,0,3,103.31
2017,409.0,2,5,18,0,70000.0,6,0,0,0,1.5,0,0,3,588.1533333333333
2016,449.0,2,17,45,1,56000.0,13,9,0,1,2.5,1,1,2,455.08
2018,1688.0,2,6,38,0,40000.0,6,0,0,0,2.0,0,3,1,2208.3617142857142
2015,650.0,5,0,221,0,130000.0,6,2,11,1,3.9,1,1,5,1070.1466666666665
2015,2350.0,2,6,20,0,47000.0,6,2,0,0,3.0,0,1,3,1349.39
2013,455.0,13,0,184,1,120668.0,7,12,10,1,2.5,1,1,5,392.26
2019,585.0,2,5,93,1,48000.0,0,0,0,0,1.5,0,0,4,671.0947777777778
2010,645.0,4,6,223,1,78000.0,6,6,4,0,3.0,0,1,3,1119.86
2013,350.0,2,0,125,0,70000.0,12,14,0,0,1.6,0,0,3,591.405
2018,520.0,2,5,6,0,81000.0,10,4,2,0,2.0,1,1,0,838.16
2020,980.0,2,10,100,0,22000.0,6,2,1,0,2.5,0,0,1,1436.7233333333334
2019,2395.0,2,11,21,1,30000.0,6,4,0,0,2.5,0,0,3,753.0883333333335
2020,1250.0,2,0,7,0,12150.0,6,9,1,1,2.2,0,3,1,1176.78
2016,612.0,2,3,3,1,69386.0,2,2,0,1,2.2,1,2,2,844.8766666666667
2018,423.0,1,4,44,0,0.0,6,6,0,0,1.6,1,0,3,411.62
2012,285.0,48,5,18,0,130000.0,4,0,0,0,1.5,1,0,3,247.95333333333335
2018,522.0,2,5,6,0,40000.0,7,6,2,0,2.0,1,1,0,844.89
2001,105.0,21,0,98,1,0.0,8,3,6,1,2.5,1,1,7,123.95
2016,403.0,23,5,18,0,0.0,4,0,0,0,1.5,0,0,3,447.7
2015,1099.0,2,6,23,0,35000.0,9,0,0,0,2.0,0,1,3,656.69
2011,212.0,27,4,14,0,0.0,0,2,0,0,1.1,0,0,4,295.19
2016,630.0,19,5,5,0,82000.0,4,0,2,0,2.7,0,1,1,954.65
2015,1055.0,2,6,8,0,55000.0,6,8,0,0,2.0,0,1,3,731.88
2019,305.0,5,4,14,0,0.0,0,6,0,0,1.25,0,0,4,471.98
2014,560.0,8,5,5,0,58000.0,6,11,2,0,2.7,0,1,1,1171.512857142857
2010,300.0,8,5,6,0,0.0,4,11,2,0,2.0,0,1,0,489.76
2010,405.0,2,0,197,1,100000.0,6,6,0,0,2.0,0,0,3,386.87
2005,221.0,2,5,94,0,200000.0,3,6,2,0,1.8,1,1,1,157.0066666666667
2015,707.0,2,0,0,1,71000.0,6,1,0,0,2.0,0,0,0,678.4216666666667
2018,535.0,24,10,17,0,39999.0,9,2,0,0,1.5,0,0,3,805.4041666666667
2011,1350.0,4,11,25,1,550.0,6,0,0,2,3.5,0,3,1,944.55
2019,555.0,4,3,83,0,39366.0,6,2,0,0,1.5,0,0,1,948.0973333333333
2004,149.0,2,4,14,1,14000.0,3,0,0,0,1.0,0,0,4,200.6
2019,1175.0,2,0,7,0,33000.0,6,4,1,1,2.2,0,3,1,1113.333
2016,195.0,4,1,70,0,115000.0,6,2,0,0,1.2,1,0,4,220.78
2019,493.0,2,5,18,0,35000.0,6,9,0,0,1.5,0,0,3,644.11
2013,625.0,2,13,132,1,50000.0,8,2,0,0,1.6,0,1,4,563.345
2015,475.0,2,4,68,0,24000.0,6,2,0,0,2.0,0,0,3,747.5066666666665
2019,489.0,2,7,9,0,35000.0,6,2,0,0,1.5,0,0,3,737.375
2021,2559.0,4,6,38,0,968.0,9,4,0,0,2.0,0,3,1,2937.98
2018,755.0,2,4,109,0,42000.0,0,8,0,0,2.4,0,0,3,754.6046666666667
1992,95.0,43,17,224,1,0.0,7,6,0,0,2.0,1,0,3,73.27
2017,1080.0,2,6,8,0,39000.0,6,0,0,0,2.0,0,1,3,758.9580952380952
2016,425.0,6,3,83,0,116000.0,2,2,0,0,1.5,0,0,1,701.03
2016,310.0,2,4,14,0,90000.0,15,6,0,0,1.25,0,0,4,349.65
2016,268.0,19,4,14,0,68000.0,2,6,0,0,1.25,1,0,4,244.175
2018,1820.0,2,6,38,0,0.0,6,0,0,0,2.0,0,3,1,2290.2260000000006
2017,335.0,2,0,10,0,0.0,6,9,0,0,1.25,0,0,3,394.82
2014,1570.0,2,11,21,1,0.0,9,2,0,0,3.5,0,0,3,942.7866666666665
2020,6200.0,2,13,128,1,0.0,6,3,1,0,3.0,0,3,1,4682.21
2009,133.0,10,15,39,0,0.0,9,6,0,0,1.5,1,0,3,181.35
1996,38.0,2,15,225,1,0.0,7,8,0,0,2.0,1,0,3,69.21
2015,399.0,23,3,72,0,210000.0,0,4,5,1,2.4,1,1,5,476.88
2017,1399.0,2,6,23,0,49000.0,8,4,0,0,2.0,0,1,3,685.2766666666665
2020,870.0,2,10,47,0,13000.0,0,2,0,0,2.0,0,0,1,1126.58
2020,595.0,0,0,29,0,22000.0,6,0,0,0,1.6,0,0,3,811.195
2017,900.0,7,0,7,0,60000.0,4,0,1,1,2.2,0,2,1,874.56
2010,240.0,4,6,138,0,0.0,4,2,8,1,2.2,1,1,5,234.61
2009,265.0,15,7,26,0,110000.0,7,9,0,0,1.8,1,0,3,249.09
2021,1250.0,4,4,43,0,0.0,9,0,1,1,2.2,0,3,1,1298.49
2020,925.0,2,3,3,1,0.0,5,2,0,1,2.0,0,2,2,1342.895
2008,420.0,20,0,7,1,110000.0,9,2,1,1,2.0,0,0,1,416.98
2012,365.0,4,4,32,1,70000.0,0,2,0,0,1.4,0,0,4,324.725
2008,248.0,41,5,6,0,0.0,4,6,2,0,2.0,1,1,0,273.82
2010,345.0,4,1,1,0,85000.0,12,0,1,0,2.4,0,0,1,480.61
2009,930.0,13,14,76,1,89000.0,7,2,0,0,4.8,0,3,1,1051.5303333333331
2017,739.0,2,3,3,1,8.0,5,9,0,1,3.2,0,2,2,2642.3992619047617
2008,219.0,55,1,1,0,100000.0,4,0,1,0,2.4,1,0,1,283.62
2013,195.0,0,1,70,0,0.0,0,7,0,0,1.0,0,0,4,315.70666666666665
2009,133.0,16,0,13,1,0.0,4,6,0,0,1.1,1,0,4,167.56166666666667
2017,1179.0,2,6,8,0,50000.0,8,2,0,0,2.0,0,1,3,776.1687619047619
2019,848.0,4,3,3,1,0.0,5,2,0,1,2.0,0,2,2,1285.48
2019,3850.0,4,14,163,1,30000.0,0,8,0,0,2.0,0,3,1,1901.47
2015,473.0,41,4,46,0,0.0,12,6,1,0,2.0,0,0,1,699.08
2006,235.0,4,5,6,0,86568.0,11,0,2,0,2.0,1,1,0,252.35
2015,899.0,4,6,63,1,35000.0,6,2,0,0,2.0,0,3,3,1277.315
2015,405.0,4,4,32,1,48000.0,0,6,0,0,1.4,0,0,4,453.21166666666664
2018,620.0,2,5,93,1,20000.0,6,0,0,0,1.5,0,0,4,683.56
2021,769.0,2,2,50,0,33619.0,6,0,0,0,2.0,0,1,3,861.4633333333333
2010,375.0,2,5,19,0,80000.0,9,6,0,0,1.8,0,0,3,350.23
2011,1430.0,2,18,49,1,12.0,9,2,0,0,5.0,0,3,1,1148.5
2018,443.0,4,5,18,0,0.0,6,6,0,0,1.5,0,0,3,630.88
2007,94.0,2,4,14,1,0.0,4,2,0,0,1.0,1,0,4,161.005
2009,75.0,36,1,70,0,0.0,0,6,0,0,0.8,1,0,4,98.11
2009,195.0,4,4,81,0,120000.0,9,6,1,0,2.5,0,0,5,377.71
2021,1358.0,27,0,7,0,4000.0,6,4,1,0,2.5,0,3,1,1282.93
2007,299.0,27,3,55,0,90000.0,4,0,2,1,2.5,1,1,1,222.13
2021,680.0,2,5,28,1,5350.0,6,2,0,1,2.4,1,1,2,783.5633333333334
2010,365.0,2,6,8,0,80000.0,9,2,0,0,1.8,0,1,3,420.47
2019,369.0,2,2,35,0,19000.0,0,2,0,0,1.4,0,0,4,752.7775
2010,510.0,4,6,8,0,64000.0,9,2,0,0,3.0,0,1,3,1169.07
2008,195.0,4,6,138,0,187.0,6,1,8,1,2.2,1,1,5,241.13
2007,493.0,4,24,146,1,63000.0,9,0,1,0,3.7,0,3,1,455.52
2013,258.0,40,1,56,0,0.0,6,6,0,0,1.6,1,0,3,293.78
2009,440.0,0,5,24,1,18000.0,9,2,0,0,2.0,0,0,3,317.165
2018,1385.0,2,6,38,0,46000.0,9,2,0,0,2.0,0,1,1,1011.4575
2016,1145.0,4,13,30,1,68000.0,9,2,0,0,2.0,0,1,3,565.3899999999999
2018,505.0,15,0,33,0,40000.0,0,0,0,0,1.4,0,0,3,739.1356666666667
2015,616.0,2,4,109,1,80000.0,6,0,0,0,2.0,0,0,3,579.57
2015,510.0,2,10,64,1,99000.0,6,15,0,1,3.2,0,2,2,1536.78
2015,175.0,2,0,10,1,0.0,12,3,0,0,1.0,1,0,4,200.565
2017,405.0,2,8,12,0,70000.0,0,2,0,0,1.4,0,0,4,554.9883333333333
2019,435.0,2,5,18,0,20000.0,12,0,0,0,1.5,1,0,3,441.85166666666663
2020,343.0,25,2,35,0,0.0,6,6,0,0,1.4,0,0,4,707.72
2012,469.0,2,5,5,0,75000.0,4,0,2,0,2.7,0,2,1,1134.07
2014,635.0,4,4,133,1,0.0,6,0,1,0,3.3,0,0,5,1133.97
2020,372.0,0,4,14,0,20000.0,0,0,0,0,1.25,0,0,4,464.296
2018,910.0,2,7,16,1,40000.0,0,2,1,0,1.5,0,0,1,881.625
2017,580.0,4,5,6,0,62000.0,4,4,2,0,2.0,0,1,0,827.2499999999999
2019,748.0,4,5,19,0,0.0,9,6,0,0,1.8,0,0,3,719.585
2015,3690.0,2,13,198,1,0.0,6,0,4,2,1.5,0,3,6,2048.282142857143
2017,518.0,2,10,17,0,54000.0,6,2,0,0,1.5,0,0,3,653.3
2016,290.0,2,5,18,0,62000.0,3,0,0,0,1.5,1,0,3,310.4704841269841
2016,2968.0,2,11,25,1,39000.0,6,4,0,0,3.5,0,3,1,1439.7275
2010,1050.0,4,6,20,1,70000.0,6,4,0,0,5.5,0,1,3,1256.745
2016,225.0,16,0,10,1,0.0,6,7,0,0,1.25,1,0,3,245.7566666666667
2019,568.0,8,4,44,0,68000.0,6,14,0,0,1.6,0,0,3,782.0360000000001
2004,165.0,0,20,179,0,0.0,9,11,2,1,2.5,1,1,1,196.57
2008,230.0,22,20,179,0,2500000.0,7,6,2,1,2.5,1,1,1,246.45
2017,378.0,60,10,71,0,0.0,6,2,0,0,1.5,0,0,3,638.548
2013,153.0,23,1,70,0,0.0,8,6,0,0,1.0,1,0,4,178.29333333333335
2018,639.0,13,17,45,1,63000.0,3,3,0,1,2.5,0,2,2,771.3760000000001
2016,353.0,3,4,68,0,0.0,4,6,0,0,1.6,1,0,3,368.47
2013,665.0,2,16,189,1,60000.0,8,2,0,0,1.8,0,0,3,424.2
2013,363.0,2,10,17,0,0.0,0,12,0,0,1.6,0,0,3,446.835
2015,315.0,2,4,61,0,81270.0,7,6,1,0,2.0,1,0,0,636.8325
2009,156.0,16,0,13,1,100000.0,4,3,0,0,1.1,1,0,4,178.21
2021,748.0,4,5,116,1,145.0,0,8,0,0,1.8,0,0,1,697.72
2009,430.0,2,7,16,0,82000.0,3,2,0,0,2.4,0,0,1,398.75
2017,345.0,2,1,56,0,65000.0,6,2,0,0,1.6,1,0,3,402.13
2015,719.0,2,0,0,1,68000.0,0,0,0,0,2.0,0,0,0,686.3183333333333
2010,610.0,4,5,226,1,0.0,5,3,0,0,1.8,0,0,4,357.15
2019,580.0,2,4,44,0,20000.0,6,3,0,0,1.6,0,0,3,803.7
2020,759.0,2,7,95,1,13000.0,6,2,0,0,1.8,0,0,0,604.6949999999999
2021,5500.0,2,14,137,1,2500.0,0,1,3,0,2.0,0,1,6,3251.705
2018,320.0,4,0,10,0,63000.0,4,9,0,0,1.25,0,0,3,455.4425
2019,6750.0,2,14,76,1,52000.0,5,0,0,0,2.9,0,3,1,6235.54
2018,480.0,12,5,6,0,66000.0,11,2,2,0,2.0,1,1,0,836.4083333333333
2016,465.0,2,5,6,0,70000.0,4,4,2,0,2.0,1,1,0,821.0949999999998
2004,235.0,61,5,170,1,200000.0,6,0,0,0,1.8,1,0,3,120.37333333333332
2019,615.0,2,10,17,0,0.0,0,2,0,0,1.5,0,0,4,819.9487500000001
2012,452.0,27,4,43,0,50000.0,7,2,1,0,2.4,0,0,1,666.84
2017,1490.0,2,6,23,0,0.0,9,3,0,0,2.0,0,1,3,697.2214285714285
2007,50.0,1,15,51,0,0.0,6,6,0,0,0.8,1,0,4,79.5
2017,788.0,2,7,16,0,41000.0,9,2,0,0,2.4,0,0,1,1159.1066666666668
2019,560.0,15,0,29,0,30000.0,0,0,0,0,1.6,0,0,3,751.26
2016,319.0,1,5,18,0,64400.0,12,6,0,0,1.5,1,0,3,310.92404761904766
2017,289.0,2,0,10,0,60000.0,0,9,0,0,1.25,1,0,4,258.225
2012,205.0,20,4,14,1,80000.0,3,6,3,0,1.0,0,0,5,241.69
2007,125.0,7,4,14,1,0.0,8,3,0,0,1.0,1,0,4,154.34
2021,1080.0,2,2,2,0,14000.0,2,2,1,0,2.0,0,1,1,1498.045
2014,620.0,2,7,16,0,45000.0,6,2,0,0,2.4,0,0,1,739.81
2012,2090.0,2,5,113,1,50000.0,9,2,2,0,4.6,0,3,1,2268.203333333333
2010,355.0,2,4,44,1,100000.0,9,2,0,0,1.6,0,0,3,321.46
2022,2459.0,2,6,38,0,0.0,0,0,0,0,2.0,0,3,1,2763.34
2010,275.0,13,4,158,0,98000.0,6,2,0,0,1.6,1,0,3,224.78
2010,140.0,2,0,13,1,0.0,4,9,0,0,1.1,1,0,4,166.13
2009,183.0,7,4,14,1,0.0,2,6,0,0,1.0,0,0,4,217.755
2011,418.0,3,4,174,1,0.0,9,2,0,0,2.0,0,3,0,717.9566666666667
2009,359.0,2,4,227,1,90000.0,6,2,0,0,1.6,0,0,1,338.25
2018,825.0,8,5,28,1,40000.0,0,2,0,1,2.8,0,2,2,810.5
2016,2650.0,2,5,114,1,60000.0,6,4,1,0,3.5,0,3,5,2797.92
2016,374.0,4,5,6,0,72000.0,3,0,2,0,2.0,1,1,0,805.9016666666668
2021,1310.0,2,5,24,1,8000.0,6,2,0,0,2.5,0,0,3,893.2609166666666
2019,886.0,2,19,60,1,46800.0,7,2,1,1,2.4,0,1,1,984.57
2000,35.0,2,4,216,0,0.0,6,6,0,0,1.3,1,0,3,105.1
2021,615.0,2,0,169,0,10000.0,6,2,0,0,2.0,0,0,0,1448.53
2009,214.0,19,15,90,1,120.0,9,2,0,0,1.6,1,0,3,158.15
2016,510.0,4,4,44,0,32000.0,4,11,0,0,1.6,0,0,3,761.893
2014,200.0,2,5,18,0,90000.0,10,0,0,0,1.3,1,0,3,268.0816666666667
2015,3480.0,2,11,101,1,65000.0,6,0,1,0,4.6,0,3,1,1461.94
2021,1199.0,2,10,100,0,0.0,8,4,1,0,2.5,0,3,1,1183.1366666666665
