year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type
2010,515.0,0,3,16,1,0.0,7,1,0,0,1.8,0,1,0
2019,498.0,0,4,5,1,40000.0,3,0,0,0,1.5,0,0,0
2013,590.0,0,3,4,1,10000.0,5,1,0,0,1.8,0,1,0
2007,365.0,27,0,0,1,21000.0,2,1,0,0,3.5,0,0,0
2004,139.0,6,14,163,1,80000.0,2,1,0,0,2.5,0,0,0
2007,105.0,0,9,25,0,0.0,0,4,0,0,1.0,1,0,2
2020,439.0,62,0,17,1,13500.0,2,1,0,0,1.5,1,0,0
2018,2250.0,0,10,54,0,30000.0,1,1,0,0,2.0,0,3,1
2008,248.0,27,4,81,1,12222.0,0,2,0,0,1.8,1,0,0
2019,960.0,0,4,14,0,36000.0,3,12,1,0,1.5,0,0,1
2019,5299.0,0,6,43,0,20000.0,2,2,0,0,3.0,0,3,1
2017,448.0,11,14,29,1,0.0,3,0,0,0,1.5,0,0,1
2015,3650.0,0,7,77,0,36000.0,3,6,0,0,3.0,0,3,1
2017,3250.0,0,10,19,0,45000.0,2,6,0,0,3.5,0,3,1
2014,1489.0,1,1,98,0,30000.0,12,8,0,0,2.0,0,1,0
2014,428.0,25,11,50,0,0.0,1,2,0,1,2.2,1,2,4
2016,560.0,0,9,47,1,90000.0,7,2,1,0,3.3,0,0,5
2019,1165.0,0,0,0,0,200000.0,2,2,0,0,2.5,0,0,0
2021,825.0,0,2,69,1,6500.0,3,2,0,0,2.0,0,0,3
2018,630.0,11,9,64,1,15000.0,3,1,0,0,2.0,0,0,0
2019,1010.0,1,0,6,1,61000.0,2,6,2,1,2.4,0,1,1
2005,105.0,0,15,34,1,25000.0,2,0,0,0,1.8,1,0,0
2021,4450.0,0,6,9,0,12000.0,4,6,0,0,2.0,0,3,1
2018,780.0,20,14,49,0,70000.0,2,8,1,1,2.0,1,1,1
2016,222.0,17,2,37,0,0.0,3,4,0,0,1.0,1,0,2
2017,1370.0,0,16,62,0,0.0,3,6,0,0,1.8,0,0,0
2009,460.0,0,0,0,1,0.0,2,2,0,0,2.4,0,0,0
2021,570.0,0,4,5,1,28000.0,2,1,0,0,1.5,0,0,0
2014,335.0,0,0,21,1,170000.0,0,1,2,0,2.0,1,1,3
2014,145.0,6,17,120,1,0.0,3,0,5,0,1.0,1,1,8
2008,183.0,0,9,25,0,120000.0,1,1,0,0,1.0,0,0,2
2022,599.0,6,0,17,1,65.0,2,0,0,0,1.5,0,0,0
2015,579.0,0,11,46,1,120000.0,3,4,0,0,2.0,0,3,1
2017,418.0,3,4,5,1,0.0,3,0,0,0,1.5,0,0,0
2006,530.0,1,3,8,0,79000.0,0,2,0,0,5.5,0,1,0
2020,265.0,0,5,73,1,40000.0,4,6,0,0,1.4,0,0,2
2014,450.0,0,9,57,1,60000.0,3,1,0,0,2.0,0,0,0
2021,1495.0,1,14,178,1,2000.0,2,2,1,0,2.0,0,0,5
2018,735.0,0,11,65,1,26000.0,2,1,0,0,2.0,0,0,0
2017,185.0,18,13,45,1,42000.0,4,1,5,0,1.2,1,0,5
2008,110.0,27,15,34,1,0.0,2,1,0,0,1.6,1,0,0
2018,3450.0,0,1,130,0,45000.0,4,2,0,0,2.0,0,1,0
2017,1390.0,0,3,15,1,100000.0,4,6,0,0,2.0,0,3,1
2020,418.0,0,2,53,1,0.0,0,0,0,0,1.4,1,0,0
2011,285.0,27,9,64,0,50000.0,0,7,0,0,1.6,1,0,0
2020,2499.0,1,3,16,1,10000.0,3,6,0,0,2.0,0,1,0
2016,779.0,0,2,2,1,60000.0,2,0,1,0,2.4,0,2,1
2016,1630.0,1,0,3,0,105000.0,0,1,1,0,2.7,0,2,1
2014,1430.0,0,0,3,0,0.0,4,1,1,0,2.7,0,2,1
2020,2380.0,0,0,3,0,12000.0,8,2,1,0,2.7,0,2,1
2016,180.0,0,9,25,1,0.0,4,10,0,0,1.25,1,0,2
2021,2099.0,1,3,15,1,1340.0,3,1,0,0,2.0,0,3,1
2009,128.0,18,15,66,1,0.0,0,0,0,0,1.5,1,0,0
2017,206.0,6,9,25,1,0.0,4,0,0,0,1.25,1,0,2
2020,499.0,1,12,100,0,34000.0,3,1,1,0,1.5,1,0,1
2019,815.0,0,11,46,1,48000.0,1,1,0,0,2.0,0,0,1
2019,285.0,25,0,83,0,8000.0,0,1,0,0,1.2,1,0,2
2013,329.0,0,2,26,0,91000.0,3,1,0,0,1.4,0,0,2
2018,735.0,0,11,46,1,68000.0,3,1,0,0,2.5,0,3,1
2018,335.0,3,0,17,1,0.0,3,10,0,0,1.5,1,0,0
2016,2880.0,0,16,250,0,65000.0,2,6,0,0,3.0,0,3,0
2019,1020.0,0,2,2,1,42000.0,8,1,1,1,2.2,0,3,1
2015,270.0,6,2,74,1,98000.0,0,6,0,0,1.6,1,0,0
2020,1130.0,12,11,140,1,12000.0,2,1,1,0,2.5,0,3,1
2020,1150.0,0,5,11,1,44000.0,1,6,1,0,2.0,0,3,1
2014,599.0,0,3,4,1,0.0,7,2,0,0,1.8,0,1,0
2014,320.0,1,17,148,1,75000.0,1,1,0,0,1.4,0,0,2
2021,589.0,59,17,121,0,22000.0,10,1,1,0,1.5,0,0,1
2014,535.0,19,0,6,1,96859.0,0,0,2,0,2.7,0,1,1
2016,2650.0,0,3,8,1,22000.0,3,2,0,0,3.0,0,1,0
2019,929.0,40,14,49,0,57000.0,11,10,1,1,2.0,0,1,1
2016,2960.0,0,10,19,0,50000.0,3,6,0,0,3.5,0,3,1
1999,110.0,8,1,98,0,200000.0,4,14,0,0,2.8,1,1,0
2021,1110.0,0,5,11,1,6000.0,2,6,1,0,2.0,0,1,1
2016,4150.0,0,6,43,0,52000.0,7,6,0,0,3.6,0,3,1
2018,314.0,47,9,25,1,0.0,1,0,0,0,1.25,0,0,2
2001,65.0,0,12,128,1,23500.0,4,0,2,0,2.0,1,1,1
2018,570.0,0,13,177,0,35000.0,3,1,0,1,2.8,0,2,4
2003,268.0,29,1,1,0,0.0,2,4,0,0,2.5,0,1,0
2017,338.0,3,13,28,1,50000.0,3,1,0,0,1.6,1,0,0
2018,879.0,1,0,0,1,11268.0,6,2,0,0,2.0,0,0,0
2019,448.0,0,2,53,1,70000.0,3,5,0,0,1.4,0,0,0
2018,798.0,1,14,42,0,73000.0,10,1,0,1,2.0,0,1,4
2018,3260.0,0,3,8,1,32000.0,2,6,0,0,3.0,0,1,0
2018,840.0,0,0,0,1,50000.0,2,2,0,0,2.0,0,0,0
2018,352.0,6,9,25,1,46000.0,3,2,0,0,1.25,0,0,2
2010,140.0,47,15,34,1,0.0,2,0,0,0,1.6,1,0,0
2016,1429.0,0,3,15,1,0.0,4,2,0,0,2.0,0,3,1
2019,505.0,1,0,17,1,17800.0,1,2,0,0,1.5,0,0,0
2008,285.0,0,4,81,1,11000.0,2,1,0,0,2.0,0,0,0
2021,710.0,0,14,42,0,8000.0,6,7,0,1,2.2,0,1,4
2019,642.0,1,0,21,1,69789.0,0,2,2,0,2.0,1,1,3
2017,1350.0,0,14,158,0,58000.0,3,4,1,0,2.3,0,3,1
2005,52.0,47,14,41,1,0.0,3,8,6,1,2.4,1,1,5
2020,1219.0,1,0,0,0,22700.0,1,1,0,0,2.5,0,0,0
2009,350.0,1,0,35,0,107945.0,3,1,0,0,1.8,0,0,0
2018,568.0,1,11,50,0,68000.0,3,1,0,1,2.2,0,1,4
2014,2250.0,0,3,8,1,73000.0,2,2,0,0,3.0,0,1,0
2015,195.0,1,13,45,1,157229.0,4,7,0,0,1.0,0,0,2
2018,3460.0,0,1,130,0,28000.0,3,6,0,0,2.0,0,1,0
2019,565.0,18,9,64,1,10000.0,12,2,0,0,1.6,0,0,0
2012,118.0,0,9,25,1,0.0,0,8,0,0,1.1,1,0,2
2020,1020.0,0,4,14,1,30000.0,1,1,1,0,1.5,0,0,1
2020,455.0,0,0,17,1,20000.0,12,1,0,0,1.5,1,0,0
2018,360.0,0,9,25,1,20000.0,1,0,0,0,1.25,0,0,2
2020,2480.0,0,3,15,0,17000.0,3,1,0,0,2.0,0,3,1
2020,4790.0,0,1,75,0,6000.0,4,6,0,0,3.0,0,3,1
2018,256.0,26,13,80,1,400000.0,7,7,0,0,1.4,1,0,0
2019,1450.0,0,1,222,0,40000.0,3,1,0,0,2.0,0,0,3
2009,93.0,0,13,45,1,0.0,0,0,5,0,0.8,1,0,5
2020,668.0,1,11,36,1,0.0,3,0,0,0,2.0,0,0,2
2016,360.0,0,14,72,1,85000.0,3,12,0,0,1.5,0,0,0
2001,72.0,10,15,67,1,0.0,3,1,0,0,1.5,1,0,0
2021,775.0,0,5,7,1,0.0,3,4,0,0,2.0,0,1,0
2020,2609.0,1,3,31,0,200.0,1,1,1,0,2.0,0,1,5
2016,389.0,0,0,21,1,80000.0,6,2,2,0,2.0,1,1,3
2017,695.0,0,11,65,1,52000.0,3,1,0,0,2.0,0,0,0
2019,2450.0,0,10,54,0,45000.0,3,6,0,0,2.0,0,3,1
2020,919.0,0,5,7,1,16000.0,4,2,0,0,2.0,0,1,0
2011,350.0,0,0,21,1,120000.0,0,2,2,0,2.0,0,1,3
2015,715.0,1,14,42,0,80000.0,3,7,0,1,3.2,0,2,4
2019,1655.0,0,3,16,1,0.0,2,0,0,0,2.0,0,1,0
2018,455.0,0,0,17,1,0.0,3,4,0,0,1.5,0,0,0
2018,155.0,0,13,45,1,0.0,4,4,5,0,1.2,1,0,5
2014,435.0,0,9,57,1,70000.0,3,1,0,0,1.6,0,0,0
2009,206.0,7,15,34,0,0.0,0,1,0,0,1.6,1,0,0
2008,185.0,1,2,23,0,120000.0,3,1,0,0,1.6,1,0,0
2018,440.0,0,8,13,1,35000.0,3,0,0,0,1.5,0,0,0
2012,335.0,1,14,79,1,112000.0,3,7,0,0,1.8,0,0,2
2020,1739.0,0,19,109,0,20000.0,1,1,0,0,2.0,0,3,1
2007,310.0,0,12,160,0,120000.0,4,1,1,0,3.0,1,2,1
2019,548.0,21,0,118,0,0.0,1,1,1,0,1.5,0,1,1
2017,640.0,1,0,21,1,85000.0,11,7,1,0,2.0,0,1,3
2009,500.0,0,22,175,0,160000.0,2,1,1,0,3.7,0,3,1
2014,320.0,21,13,28,1,0.0,2,8,0,0,1.8,0,0,0
2014,720.0,0,0,0,1,79000.0,6,1,0,0,2.5,0,0,0
2004,78.0,11,12,128,1,0.0,3,0,2,0,2.0,1,1,1
2019,610.0,0,11,36,1,28000.0,3,1,0,0,1.5,0,0,0
2013,3680.0,0,7,117,0,50000.0,2,6,0,0,5.0,0,3,1
2003,86.0,4,9,171,1,21236.0,6,1,0,0,1.6,1,0,0
2020,528.0,5,0,17,1,13000.0,3,2,0,0,1.5,0,0,0
2010,223.0,0,2,51,0,0.0,0,0,0,0,1.1,1,0,2
2019,1760.0,0,3,16,1,36000.0,3,1,0,0,2.0,0,1,0
2020,363.0,39,9,142,1,0.0,1,7,0,0,1.4,1,0,0
2021,348.0,38,12,125,0,0.0,11,1,0,0,1.2,1,0,0
2021,510.0,5,0,17,1,30000.0,3,2,0,0,1.5,0,0,0
2019,2390.0,0,10,111,0,0.0,0,6,0,0,2.5,0,0,0
2014,730.0,1,0,0,1,104120.0,0,1,0,0,2.5,0,0,0
2011,530.0,8,0,35,1,42000.0,11,9,0,0,2.0,0,0,0
2014,2580.0,0,6,43,0,0.0,7,2,0,0,3.6,0,3,1
2017,493.0,25,2,23,1,0.0,3,2,0,0,1.6,0,0,0
2017,4980.0,0,6,40,0,50000.0,2,5,3,0,3.0,0,1,0
2020,770.0,0,5,7,1,36000.0,1,0,0,0,2.0,0,1,0
2016,2688.0,0,3,136,0,0.0,2,1,1,0,3.0,0,3,1
2021,480.0,1,0,17,1,4000.0,0,1,0,0,1.5,1,0,0
2011,399.0,19,2,204,0,70000.0,6,7,0,0,1.6,0,0,2
2019,265.0,10,0,83,0,80000.0,3,12,0,0,1.2,1,0,2
2018,645.0,0,4,81,0,50000.0,4,1,0,0,1.8,0,0,0
2016,740.0,1,0,6,1,47500.0,3,2,2,0,2.7,0,1,1
2001,268.0,12,0,0,0,87000.0,4,10,0,0,2.2,0,0,0
2020,709.0,0,14,42,0,21000.0,2,7,0,1,2.2,0,1,4
2022,1955.0,0,9,76,1,4500.0,2,7,1,0,3.5,0,0,5
2021,970.0,0,11,140,1,17000.0,4,6,1,0,2.5,0,0,1
2017,365.0,6,2,37,0,0.0,3,7,0,0,1.25,0,0,2
2015,495.0,21,0,21,1,94000.0,0,2,2,0,2.0,0,1,3
2019,869.0,0,5,7,1,43000.0,11,6,0,0,2.0,0,1,0
2019,830.0,0,11,46,1,20000.0,1,1,0,0,2.5,0,0,1
2016,475.0,0,11,36,1,0.0,2,1,0,0,1.5,0,0,2
2016,2465.0,0,10,19,0,8999.0,1,6,0,0,2.0,0,3,1
2020,3399.0,0,1,223,0,2800.0,3,5,5,0,2.0,0,1,7
2017,420.0,0,4,5,1,0.0,3,1,0,0,1.5,0,0,0
2010,355.0,47,14,49,1,160000.0,12,1,2,1,2.5,1,1,1
2016,4150.0,0,6,43,0,52000.0,7,6,0,0,3.6,0,3,1
2015,479.0,0,11,36,1,43156.0,3,1,0,0,1.5,0,0,0
2016,553.0,6,0,27,0,0.0,0,0,0,1,3.0,1,2,4
2005,240.0,11,0,35,1,120000.0,12,9,0,0,1.8,1,0,0
2015,625.0,0,0,27,0,80000.0,1,0,0,1,3.0,0,2,4
2019,358.0,1,12,125,0,38000.0,3,1,0,0,1.2,0,0,0
2019,585.0,18,9,64,1,30000.0,1,6,0,0,1.6,0,0,0
2010,340.0,0,14,71,1,98000.0,3,1,0,0,2.3,0,2,1
2016,550.0,0,14,42,0,70000.0,0,7,0,1,2.2,0,1,4
2016,310.0,0,9,25,1,60000.0,3,10,0,0,1.25,0,0,2
2017,380.0,11,13,28,1,0.0,1,1,0,0,1.8,0,0,0
2021,398.0,6,2,37,1,75000.0,3,12,0,0,1.25,0,0,2
2020,529.0,1,11,20,0,9000.0,3,7,0,0,1.5,0,0,0
2011,588.0,0,2,2,0,0.0,2,0,1,1,2.0,0,0,1
2018,4199.0,1,7,253,0,12000.0,3,6,0,0,2.0,0,3,1
2019,935.0,0,0,0,0,0.0,2,2,0,0,2.0,0,0,0
2010,135.0,38,15,66,1,16000.0,3,2,0,0,1.5,1,0,0
2009,360.0,1,14,71,0,95000.0,3,1,0,0,2.5,0,2,1
2007,270.0,0,0,35,1,170000.0,2,2,0,0,1.8,1,0,0
2019,1239.0,1,14,42,0,39000.0,1,1,0,1,2.0,0,2,4
2019,1299.0,1,3,4,1,33000.0,1,1,0,0,1.5,0,1,0
2019,385.0,6,2,37,1,27368.0,4,7,0,0,1.25,0,0,2
2018,780.0,0,8,157,1,20000.0,4,1,1,0,2.5,0,2,1
2020,520.0,24,9,64,1,15000.0,1,1,0,0,1.6,1,0,0
2012,339.0,1,14,79,1,112000.0,3,1,0,0,1.8,0,0,2
2017,770.0,0,14,42,0,80000.0,2,0,0,1,3.2,0,2,4
2020,1050.0,0,9,47,1,60000.0,2,2,1,1,2.2,0,0,5
2004,179.0,1,14,163,1,100000.0,4,1,0,0,2.5,0,0,0
1992,46.0,18,8,234,0,22226.0,3,0,0,0,2.0,1,0,0
2011,303.0,26,2,53,0,0.0,0,0,0,0,1.4,0,0,0
2013,1050.0,0,7,12,0,103000.0,4,6,0,0,2.0,0,3,1
2005,98.0,8,0,144,1,120000.0,4,4,6,0,2.4,1,1,5
2015,2720.0,0,19,224,0,50000.0,11,2,1,0,2.0,0,3,1
2020,633.0,3,11,36,1,20.0,3,1,0,0,1.5,0,0,0
2013,1230.0,0,7,12,0,55000.0,3,5,0,0,2.0,0,3,1
2011,175.0,27,9,25,0,77000.0,3,0,5,0,1.0,0,0,5
2018,633.0,1,0,21,1,0.0,0,13,2,0,2.0,0,1,3
2020,499.0,29,2,53,1,30000.0,3,2,0,0,1.4,0,0,0
2007,585.0,1,1,1,0,0.0,3,5,3,0,3.0,0,1,7
2016,2260.0,0,1,32,0,60000.0,2,2,1,0,3.0,0,3,1
2018,898.0,0,9,47,1,32000.0,3,2,1,1,2.2,0,0,5
2015,725.0,0,2,69,0,68000.0,1,2,0,0,2.0,0,0,3
2017,365.0,21,17,186,0,0.0,0,0,1,0,1.4,0,0,1
2019,313.0,6,0,83,0,0.0,2,1,0,0,1.2,1,0,2
2015,370.0,6,11,20,1,90000.0,1,1,0,0,1.5,0,0,0
2018,578.0,0,14,79,1,45000.0,3,2,0,0,1.5,0,0,0
2019,393.0,1,0,17,1,0.0,3,0,0,0,1.5,1,0,0
2008,368.0,1,1,1,0,125000.0,3,1,0,0,2.0,0,1,0
2018,555.0,0,9,64,1,4100.0,3,2,0,0,2.0,0,0,0
2013,340.0,19,0,21,1,204444.0,0,0,2,0,2.0,1,1,3
2020,1579.0,1,3,4,1,9000.0,2,8,0,0,2.0,0,1,0
2021,520.0,0,12,100,0,10000.0,3,10,1,0,1.5,1,0,1
2019,2395.0,0,10,111,0,19000.0,1,11,0,0,2.5,0,0,0
2018,550.0,0,8,123,0,970000.0,3,2,0,1,2.5,0,1,4
2019,850.0,0,5,7,1,36000.0,4,2,0,0,2.0,0,1,0
2019,815.0,0,4,81,0,29000.0,1,1,0,0,1.5,0,0,0
2014,1419.0,0,0,3,0,92000.0,3,1,1,0,2.7,0,2,1
2012,747.0,1,2,61,0,47300.0,1,1,3,0,2.0,0,1,6
2020,595.0,0,2,23,1,20000.0,1,2,0,0,1.6,0,0,0
2010,298.0,18,0,35,1,0.0,2,6,0,0,1.8,1,0,0
2010,70.0,13,13,45,1,0.0,4,1,0,0,0.8,1,0,2
2014,393.0,0,0,21,1,900000.0,0,11,2,0,2.0,0,1,3
2007,142.0,18,9,25,0,0.0,0,7,0,0,1.0,0,0,2
2016,228.0,0,2,37,0,66598.0,3,1,0,0,1.25,1,0,0
2008,400.0,0,0,0,1,13000.0,0,2,0,0,2.4,0,0,0
2016,410.0,29,4,5,1,65000.0,11,1,0,0,1.5,0,0,0
2016,293.0,24,9,25,1,0.0,1,0,0,0,1.25,0,0,2
2021,2299.0,0,3,16,1,77.0,2,6,0,0,2.0,0,1,0
2013,439.0,11,9,63,1,1008.0,8,14,1,0,2.4,0,0,1
2019,1550.0,1,3,4,1,9000.0,3,1,0,0,2.0,0,1,0
2009,123.0,18,15,66,1,0.0,0,0,0,0,1.5,1,0,0
2017,3290.0,0,3,8,1,12000.0,3,6,0,0,3.0,0,1,0
2011,328.0,4,9,64,0,50000.0,5,8,0,0,1.6,0,0,0
2019,930.0,0,0,6,1,34567.0,3,4,2,1,2.4,0,1,1
2021,4150.0,0,3,8,1,5000.0,3,2,0,0,3.0,0,1,0
2010,595.0,0,1,75,0,90000.0,12,6,0,0,3.0,0,3,1
2012,355.0,0,0,21,1,150000.0,6,6,2,0,2.0,0,1,3
2010,1180.0,0,10,19,0,50000.0,3,2,0,0,3.5,0,3,1
2019,380.0,9,2,53,1,50000.0,0,7,0,0,1.4,1,0,0
2007,145.0,0,0,17,1,0.0,5,4,0,0,1.5,1,0,0
2015,695.0,1,0,6,1,68000.0,3,2,2,0,2.7,0,1,1
2010,150.0,0,9,25,0,120000.0,3,0,5,0,1.0,0,0,5
2012,1300.0,0,10,111,0,90000.0,2,1,0,3,2.5,0,0,0
2016,560.0,0,14,42,0,66000.0,12,1,0,1,2.2,0,1,4
2010,680.0,1,10,52,0,0.0,3,4,0,0,2.5,0,1,0
2020,1180.0,11,14,49,0,47000.0,1,1,1,1,2.0,0,1,1
2014,1300.0,0,3,249,0,90000.0,8,4,0,0,3.0,0,3,1
2009,588.0,0,1,75,0,0.0,2,0,0,0,3.0,0,3,1
2014,363.0,6,0,21,1,0.0,0,0,2,0,2.0,1,1,3
2017,555.0,20,13,177,0,0.0,1,1,0,1,2.8,0,2,4
2020,1230.0,0,2,2,1,20000.0,2,6,1,1,2.2,0,3,1
2021,765.0,0,11,36,1,15000.0,3,5,0,0,1.5,0,0,2
2018,790.0,29,2,185,1,60000.0,3,4,6,1,2.5,1,1,5
2017,268.0,38,2,37,1,60000.0,3,2,0,0,1.25,1,0,0
2015,700.0,0,2,69,0,93000.0,2,2,0,0,2.0,0,0,3
2017,390.0,8,2,23,1,76473.0,3,1,0,0,1.6,1,0,0
2011,313.0,0,9,48,1,90000.0,0,0,1,0,2.0,0,0,3
2010,422.0,1,0,282,0,0.0,1,5,1,0,2.0,0,0,1
2020,3180.0,0,7,12,0,5000.0,3,2,0,0,2.0,0,3,1
2002,72.0,1,15,67,0,147818.0,3,10,0,0,1.5,1,0,0
2013,3750.0,0,7,77,0,0.0,2,6,0,0,5.0,0,3,1
2019,475.0,0,2,53,1,42000.0,2,2,0,0,1.4,0,0,0
2018,950.0,1,0,0,1,33000.0,3,2,0,0,2.5,0,0,0
2016,628.0,16,11,46,1,0.0,3,4,0,0,2.5,0,0,1
2010,308.0,0,0,21,1,14237.0,12,9,2,0,2.0,1,1,3
2011,309.0,6,9,25,0,65000.0,3,13,0,0,1.0,0,0,2
2015,535.0,0,14,42,0,9.0,12,9,0,1,2.2,0,1,4
2019,1785.0,0,3,15,1,24000.0,3,2,0,0,2.0,0,3,1
2016,409.0,13,0,21,1,90000.0,12,0,2,0,2.0,1,1,3
2014,620.0,1,0,0,1,72000.0,2,11,0,0,2.0,0,0,0
2015,715.0,0,2,2,1,0.0,0,1,1,0,2.4,0,2,1
2001,193.0,5,0,0,0,0.0,0,0,0,0,3.0,1,0,0
2013,360.0,0,2,74,1,98999.0,7,3,0,0,1.6,0,0,0
2010,125.0,36,13,45,1,120000.0,3,12,0,0,0.8,1,0,2
2018,278.0,29,2,37,1,0.0,0,0,0,0,1.25,1,0,0
2017,599.0,6,2,205,0,28000.0,3,1,0,0,1.6,0,0,3
2015,315.0,1,14,41,1,0.0,3,4,7,1,2.4,1,1,5
2014,395.0,0,11,36,1,0.0,12,4,0,0,1.6,0,0,0
2019,265.0,52,9,25,1,42000.0,1,0,0,0,1.25,1,0,2
2013,245.0,1,12,210,0,52000.0,4,8,0,0,1.2,0,0,2
2016,350.0,46,2,53,0,0.0,3,1,0,0,1.4,1,0,0
2009,559.0,13,0,0,0,80000.0,2,10,0,0,2.5,0,0,0
2014,1390.0,0,0,3,0,80000.0,4,1,1,0,2.7,0,2,1
2003,195.0,0,1,1,1,120000.0,12,1,0,0,2.5,0,1,0
2016,1250.0,0,1,98,0,50000.0,2,2,0,0,2.0,0,1,0
2006,144.0,6,0,17,1,0.0,2,7,0,0,1.5,1,0,0
2016,430.0,3,9,114,1,75000.0,0,2,1,0,2.0,0,0,1
2015,315.0,0,12,125,0,78000.0,1,2,0,0,1.2,0,0,0
2018,510.0,45,0,21,1,68000.0,0,6,2,0,2.0,1,1,3
2020,850.0,0,12,24,1,36000.0,1,1,1,0,2.0,0,0,1
2022,2310.0,1,3,16,1,500.0,3,1,0,0,2.0,0,1,0
2019,829.0,0,11,46,1,30000.0,3,12,0,0,2.0,0,0,1
2016,390.0,27,17,148,1,52000.0,4,1,0,0,1.4,0,0,2
2017,385.0,0,17,148,1,50000.0,1,1,0,0,1.4,0,0,2
2007,298.0,0,13,38,0,0.0,0,0,1,1,2.0,0,0,1
2014,570.0,1,0,35,1,37700.0,2,1,0,0,2.0,0,0,0
2011,850.0,1,4,283,0,0.0,7,2,1,0,3.5,0,3,1
2010,330.0,0,9,64,0,110000.0,1,1,0,0,1.6,0,0,0
2017,1265.0,0,3,4,1,0.0,3,4,0,0,2.0,0,1,0
2003,63.0,1,15,67,1,0.0,1,2,0,0,1.5,1,0,0
2001,170.0,21,0,35,1,0.0,0,4,0,0,1.8,1,0,0
2009,306.0,57,14,42,1,0.0,6,0,0,1,2.5,1,2,4
2020,955.0,0,4,14,1,8000.0,4,1,1,0,1.5,0,0,1
2016,1298.0,0,3,15,1,80000.0,3,1,0,0,2.0,0,3,1
2021,5288.0,0,6,9,0,0.0,3,5,0,0,3.0,0,3,1
2017,1380.0,1,16,62,0,38890.0,2,6,0,0,1.8,0,0,0
2013,318.0,4,0,21,1,0.0,0,2,2,0,2.0,1,1,3
2018,1170.0,0,0,6,0,44000.0,2,1,2,1,2.8,0,2,1
2014,369.0,6,0,21,1,69000.0,0,0,2,0,2.0,1,1,3
2019,3999.0,0,10,19,0,20000.0,3,6,1,0,3.5,0,3,1
2011,1985.0,0,10,106,0,60000.0,6,6,1,0,4.6,0,3,1
2015,1968.0,0,1,32,0,82000.0,2,6,1,0,3.0,0,3,1
2013,390.0,46,13,177,0,150000.0,0,1,0,1,2.8,1,2,4
2004,85.0,0,0,144,1,0.0,4,0,7,0,2.4,1,1,5
2015,2350.0,0,3,8,1,68000.0,2,6,0,0,3.0,0,1,0
2021,2260.0,0,3,16,1,3500.0,4,6,0,0,2.0,0,1,0
2020,554.0,0,0,17,1,7000.0,2,2,0,0,1.5,0,0,0
2014,2150.0,0,3,8,1,83000.0,3,1,0,0,3.0,0,1,0
2008,218.0,27,12,211,1,0.0,0,0,2,0,2.4,1,0,1
2017,555.0,12,14,42,0,70000.0,3,8,0,1,2.2,1,1,4
2019,2450.0,0,10,54,0,45000.0,3,6,0,0,2.0,0,3,1
2005,50.0,13,15,30,1,0.0,4,0,0,0,0.8,1,0,2
2021,548.0,24,2,53,1,0.0,3,4,0,0,1.4,0,0,0
2019,585.0,0,9,64,1,25000.0,4,2,0,0,1.6,0,0,0
2018,483.0,24,4,5,1,6000.0,1,1,0,0,1.5,0,0,0
2016,1160.0,0,3,4,1,0.0,3,8,0,0,2.0,0,1,0
2017,395.0,26,2,23,1,90000.0,3,7,0,0,1.6,1,0,0
2012,500.0,1,3,4,1,56000.0,0,1,0,0,1.8,0,1,0
2017,535.0,2,11,36,1,50000.0,3,1,0,0,1.5,0,0,0
2010,275.0,0,4,81,1,110000.0,2,11,0,0,1.8,1,0,0
2015,1025.0,0,3,55,1,40000.0,2,6,0,1,2.1,0,3,1
2021,780.0,0,5,7,1,9000.0,14,6,0,0,2.0,0,1,0
2004,130.0,18,2,124,0,18000.0,0,0,4,1,2.5,1,1,5
2007,420.0,1,22,284,0,0.0,3,1,0,0,2.3,0,3,3
2021,1076.0,1,4,14,1,4200.0,3,0,1,0,1.5,0,0,1
2016,295.0,0,0,17,1,52000.0,6,2,0,0,1.3,1,0,0
2018,585.0,0,11,36,1,18000.0,3,1,0,0,1.5,0,0,0
2018,339.0,1,2,37,1,78000.0,0,7,0,0,1.25,0,0,0
2019,5990.0,0,6,43,0,7500.0,4,6,0,0,3.0,0,3,1
2017,1456.0,1,3,15,1,47000.0,1,6,0,0,2.0,0,3,1
2018,895.0,35,4,14,0,38000.0,1,1,1,0,1.5,0,0,1
2011,550.0,0,4,14,1,120000.0,0,0,0,0,2.4,0,0,1
2015,385.0,11,0,17,1,80000.0,5,4,0,0,1.5,0,0,0
2021,2450.0,0,3,15,1,11111.0,2,1,0,0,2.0,0,3,1
2004,70.0,2,9,171,1,20000.0,2,0,0,0,1.6,1,0,0
2021,1020.0,6,2,69,1,3800.0,3,2,0,1,2.0,0,0,3
2021,799.0,6,5,7,1,0.0,2,1,0,0,2.0,0,1,0
2019,930.0,0,0,6,0,0.0,3,6,2,0,2.7,0,1,1
2021,625.0,1,14,29,1,3700.0,1,10,0,0,1.5,0,0,1
2016,685.0,21,4,14,1,48800.0,5,4,0,0,2.0,0,0,1
2008,810.0,0,6,43,0,80000.0,3,6,0,0,3.6,0,3,1
2012,555.0,0,4,14,1,45000.0,3,1,0,0,2.4,0,0,1
2007,115.0,47,15,66,1,6886.0,3,7,0,0,1.5,1,0,0
2020,1220.0,0,2,2,1,18000.0,3,6,1,1,2.2,0,3,1
